#,"Date Time, GMT-08:00","Temp, °C (LGR S/N: 10658315, SEN S/N: 10658315)","Temp, °C (LGR S/N: 10658315, SEN S/N: 10658315)","Batt, V (LGR S/N: 10658315, SEN S/N: 10658315)",Coupler Detached (LGR S/N: 10658315),Coupler Attached (LGR S/N: 10658315),Host Connected (LGR S/N: 10658315),Stopped (LGR S/N: 10658315),End Of File (LGR S/N: 10658315)
740,2/8/2015 5:00,6.914,6.357,3.47,,,,,
741,2/8/2015 5:15,6.889,6.357,3.47,,,,,
742,2/8/2015 5:30,6.864,6.357,3.47,,,,,
743,2/8/2015 5:45,6.864,6.357,3.47,,,,,
744,2/8/2015 6:00,6.864,6.357,3.47,,,,,
745,2/8/2015 6:15,6.839,6.357,3.47,,,,,
746,2/8/2015 6:30,6.839,6.382,3.47,,,,,
747,2/8/2015 6:45,6.813,6.382,3.47,,,,,
748,2/8/2015 7:00,6.813,6.382,3.47,,,,,
749,2/8/2015 7:15,6.788,6.382,3.47,,,,,
750,2/8/2015 7:30,6.788,6.382,3.47,,,,,
751,2/8/2015 7:45,6.763,6.382,3.47,,,,,
752,2/8/2015 8:00,6.763,6.382,3.49,,,,,
753,2/8/2015 8:15,6.737,6.408,3.49,,,,,
754,2/8/2015 8:30,6.737,6.408,3.49,,,,,
755,2/8/2015 8:45,6.712,6.408,3.49,,,,,
756,2/8/2015 9:00,6.712,6.408,3.49,,,,,
757,2/8/2015 9:15,6.712,6.408,3.49,,,,,
758,2/8/2015 9:30,6.712,6.408,3.49,,,,,
759,2/8/2015 9:45,6.687,6.408,3.49,,,,,
760,2/8/2015 10:00,6.687,6.408,3.49,,,,,
761,2/8/2015 10:15,6.661,6.408,3.51,,,,,
762,2/8/2015 10:30,6.661,6.408,3.51,,,,,
763,2/8/2015 10:45,6.661,6.408,3.51,,,,,
764,2/8/2015 11:00,6.661,6.408,3.51,,,,,
765,2/8/2015 11:15,6.661,6.408,3.51,,,,,
766,2/8/2015 11:30,6.661,6.408,3.51,,,,,
767,2/8/2015 11:45,6.661,6.408,3.49,,,,,
768,2/8/2015 12:00,6.661,6.408,3.49,,,,,
769,2/8/2015 12:15,6.661,6.408,3.49,,,,,
770,2/8/2015 12:30,6.661,6.408,3.49,,,,,
771,2/8/2015 12:45,6.661,6.408,3.49,,,,,
772,2/8/2015 13:00,6.661,6.408,3.49,,,,,
773,2/8/2015 13:15,6.661,6.408,3.49,,,,,
774,2/8/2015 13:30,6.687,6.408,3.49,,,,,
775,2/8/2015 13:45,6.712,6.433,3.49,,,,,
776,2/8/2015 14:00,6.712,6.433,3.47,,,,,
777,2/8/2015 14:15,6.737,6.433,3.47,,,,,
778,2/8/2015 14:30,6.763,6.408,3.47,,,,,
779,2/8/2015 14:45,6.763,6.433,3.49,,,,,
780,2/8/2015 15:00,6.788,6.433,3.49,,,,,
781,2/8/2015 15:15,6.813,6.433,3.49,,,,,
782,2/8/2015 15:30,6.839,6.433,3.49,,,,,
783,2/8/2015 15:45,6.864,6.433,3.49,,,,,
784,2/8/2015 16:00,6.889,6.433,3.49,,,,,
785,2/8/2015 16:15,6.914,6.433,3.49,,,,,
786,2/8/2015 16:30,6.914,6.433,3.49,,,,,
787,2/8/2015 16:45,6.965,6.433,3.49,,,,,
788,2/8/2015 17:00,6.965,6.433,3.49,,,,,
789,2/8/2015 17:15,7.015,6.433,3.49,,,,,
790,2/8/2015 17:30,7.015,6.433,3.49,,,,,
791,2/8/2015 17:45,7.041,6.433,3.49,,,,,
792,2/8/2015 18:00,7.066,6.433,3.47,,,,,
793,2/8/2015 18:15,7.116,6.433,3.47,,,,,
794,2/8/2015 18:30,7.116,6.433,3.47,,,,,
795,2/8/2015 18:45,7.142,6.433,3.47,,,,,
796,2/8/2015 19:00,7.167,6.433,3.47,,,,,
797,2/8/2015 19:15,7.192,6.433,3.47,,,,,
798,2/8/2015 19:30,7.217,6.458,3.47,,,,,
799,2/8/2015 19:45,7.242,6.458,3.47,,,,,
800,2/8/2015 20:00,7.268,6.458,3.47,,,,,
801,2/8/2015 20:15,7.268,6.458,3.47,,,,,
802,2/8/2015 20:30,7.293,6.458,3.47,,,,,
803,2/8/2015 20:45,7.318,6.458,3.47,,,,,
804,2/8/2015 21:00,7.318,6.458,3.47,,,,,
805,2/8/2015 21:15,7.343,6.458,3.47,,,,,
806,2/8/2015 21:30,7.343,6.458,3.47,,,,,
807,2/8/2015 21:45,7.368,6.458,3.47,,,,,
808,2/8/2015 22:00,7.368,6.458,3.47,,,,,
809,2/8/2015 22:15,7.368,6.458,3.47,,,,,
810,2/8/2015 22:30,7.368,6.458,3.47,,,,,
811,2/8/2015 22:45,7.368,6.458,3.47,,,,,
812,2/8/2015 23:00,7.368,6.484,3.47,,,,,
813,2/8/2015 23:15,7.368,6.484,3.47,,,,,
814,2/8/2015 23:30,7.368,6.484,3.47,,,,,
815,2/8/2015 23:45,7.368,6.484,3.47,,,,,
816,2/9/2015 0:00,7.368,6.484,3.45,,,,,
817,2/9/2015 0:15,7.368,6.509,3.45,,,,,
818,2/9/2015 0:30,7.368,6.509,3.45,,,,,
819,2/9/2015 0:45,7.368,6.509,3.45,,,,,
820,2/9/2015 1:00,7.368,6.509,3.45,,,,,
821,2/9/2015 1:15,7.343,6.509,3.45,,,,,
822,2/9/2015 1:30,7.343,6.509,3.45,,,,,
823,2/9/2015 1:45,7.343,6.509,3.45,,,,,
824,2/9/2015 2:00,7.318,6.509,3.45,,,,,
825,2/9/2015 2:15,7.318,6.535,3.45,,,,,
826,2/9/2015 2:30,7.318,6.535,3.47,,,,,
827,2/9/2015 2:45,7.318,6.535,3.45,,,,,
828,2/9/2015 3:00,7.293,6.535,3.45,,,,,
829,2/9/2015 3:15,7.293,6.56,3.45,,,,,
830,2/9/2015 3:30,7.268,6.56,3.45,,,,,
831,2/9/2015 3:45,7.268,6.56,3.45,,,,,
832,2/9/2015 4:00,7.268,6.56,3.45,,,,,
833,2/9/2015 4:15,7.268,6.56,3.45,,,,,
834,2/9/2015 4:30,7.242,6.56,3.45,,,,,
835,2/9/2015 4:45,7.242,6.56,3.45,,,,,
836,2/9/2015 5:00,7.217,6.56,3.45,,,,,
837,2/9/2015 5:15,7.217,6.585,3.45,,,,,
838,2/9/2015 5:30,7.217,6.585,3.45,,,,,
839,2/9/2015 5:45,7.217,6.585,3.45,,,,,
840,2/9/2015 6:00,7.192,6.585,3.45,,,,,
841,2/9/2015 6:15,7.192,6.585,3.45,,,,,
842,2/9/2015 6:30,7.192,6.585,3.45,,,,,
843,2/9/2015 6:45,7.167,6.611,3.45,,,,,
844,2/9/2015 7:00,7.167,6.611,3.45,,,,,
845,2/9/2015 7:15,7.167,6.611,3.45,,,,,
846,2/9/2015 7:30,7.167,6.611,3.45,,,,,
847,2/9/2015 7:45,7.142,6.611,3.45,,,,,
848,2/9/2015 8:00,7.142,6.611,3.45,,,,,
849,2/9/2015 8:15,7.142,6.611,3.45,,,,,
850,2/9/2015 8:30,7.116,6.611,3.45,,,,,
851,2/9/2015 8:45,7.116,6.611,3.45,,,,,
852,2/9/2015 9:00,7.116,6.611,3.45,,,,,
853,2/9/2015 9:15,7.116,6.611,3.45,,,,,
854,2/9/2015 9:30,7.091,6.611,3.45,,,,,
855,2/9/2015 9:45,7.091,6.636,3.45,,,,,
856,2/9/2015 10:00,7.091,6.636,3.45,,,,,
857,2/9/2015 10:15,7.066,6.636,3.45,,,,,
858,2/9/2015 10:30,7.066,6.636,3.45,,,,,
859,2/9/2015 10:45,7.066,6.636,3.47,,,,,
860,2/9/2015 11:00,7.066,6.636,3.47,,,,,
861,2/9/2015 11:15,7.041,6.636,3.47,,,,,
862,2/9/2015 11:30,7.041,6.661,3.47,,,,,
863,2/9/2015 11:45,7.041,6.661,3.47,,,,,
864,2/9/2015 12:00,7.015,6.661,3.47,,,,,
865,2/9/2015 12:15,7.015,6.661,3.47,,,,,
866,2/9/2015 12:30,7.015,6.661,3.47,,,,,
867,2/9/2015 12:45,7.015,6.661,3.47,,,,,
868,2/9/2015 13:00,7.015,6.661,3.47,,,,,
869,2/9/2015 13:15,7.015,6.661,3.47,,,,,
870,2/9/2015 13:30,7.015,6.661,3.47,,,,,
871,2/9/2015 13:45,7.015,6.661,3.47,,,,,
872,2/9/2015 14:00,7.015,6.661,3.49,,,,,
873,2/9/2015 14:15,7.015,6.661,3.49,,,,,
874,2/9/2015 14:30,7.015,6.661,3.49,,,,,
875,2/9/2015 14:45,7.041,6.661,3.49,,,,,
876,2/9/2015 15:00,7.041,6.661,3.49,,,,,
877,2/9/2015 15:15,7.066,6.661,3.49,,,,,
878,2/9/2015 15:30,7.066,6.661,3.47,,,,,
879,2/9/2015 15:45,7.066,6.661,3.49,,,,,
880,2/9/2015 16:00,7.091,6.661,3.49,,,,,
881,2/9/2015 16:15,7.116,6.661,3.49,,,,,
882,2/9/2015 16:30,7.116,6.661,3.49,,,,,
883,2/9/2015 16:45,7.142,6.661,3.49,,,,,
884,2/9/2015 17:00,7.167,6.661,3.47,,,,,
885,2/9/2015 17:15,7.192,6.661,3.47,,,,,
886,2/9/2015 17:30,7.192,6.661,3.47,,,,,
887,2/9/2015 17:45,7.217,6.661,3.45,,,,,
888,2/9/2015 18:00,7.242,6.661,3.45,,,,,
889,2/9/2015 18:15,7.268,6.661,3.45,,,,,
890,2/9/2015 18:30,7.268,6.661,3.45,,,,,
891,2/9/2015 18:45,7.293,6.661,3.43,,,,,
892,2/9/2015 19:00,7.318,6.661,3.43,,,,,
893,2/9/2015 19:15,7.318,6.661,3.43,,,,,
894,2/9/2015 19:30,7.318,6.687,3.43,,,,,
895,2/9/2015 19:45,7.343,6.687,3.43,,,,,
896,2/9/2015 20:00,7.343,6.687,3.43,,,,,
897,2/9/2015 20:15,7.368,6.687,3.41,,,,,
898,2/9/2015 20:30,7.368,6.687,3.41,,,,,
899,2/9/2015 20:45,7.368,6.687,3.41,,,,,
900,2/9/2015 21:00,7.368,6.687,3.41,,,,,
901,2/9/2015 21:15,7.368,6.687,3.41,,,,,
902,2/9/2015 21:30,7.368,6.687,3.41,,,,,
903,2/9/2015 21:45,7.368,6.687,3.41,,,,,
904,2/9/2015 22:00,7.368,6.687,3.41,,,,,
905,2/9/2015 22:15,7.343,6.687,3.41,,,,,
906,2/9/2015 22:30,7.343,6.712,3.4,,,,,
907,2/9/2015 22:45,7.318,6.712,3.4,,,,,
908,2/9/2015 23:00,7.293,6.712,3.4,,,,,
909,2/9/2015 23:15,7.268,6.712,3.4,,,,,
910,2/9/2015 23:30,7.217,6.712,3.4,,,,,
911,2/9/2015 23:45,7.167,6.712,3.4,,,,,
912,2/10/2015 0:00,7.066,6.712,3.4,,,,,
913,2/10/2015 0:15,6.99,6.712,3.4,,,,,
914,2/10/2015 0:30,6.914,6.712,3.4,,,,,
915,2/10/2015 0:45,6.864,6.712,3.4,,,,,
916,2/10/2015 1:00,6.839,6.712,3.4,,,,,
917,2/10/2015 1:15,6.788,6.712,3.4,,,,,
918,2/10/2015 1:30,6.763,6.737,3.38,,,,,
919,2/10/2015 1:45,6.712,6.737,3.38,,,,,
920,2/10/2015 2:00,6.661,6.737,3.38,,,,,
921,2/10/2015 2:15,6.636,6.737,3.38,,,,,
922,2/10/2015 2:30,6.585,6.737,3.38,,,,,
923,2/10/2015 2:45,6.458,6.737,3.38,,,,,
924,2/10/2015 3:00,6.433,6.737,3.38,,,,,
925,2/10/2015 3:15,6.382,6.737,3.38,,,,,
926,2/10/2015 3:30,6.357,6.737,3.38,,,,,
927,2/10/2015 3:45,6.306,6.737,3.38,,,,,
928,2/10/2015 4:00,6.255,6.737,3.38,,,,,
929,2/10/2015 4:15,6.23,6.763,3.38,,,,,
930,2/10/2015 4:30,6.204,6.763,3.38,,,,,
931,2/10/2015 4:45,6.153,6.763,3.38,,,,,
932,2/10/2015 5:00,6.128,6.763,3.38,,,,,
933,2/10/2015 5:15,6.102,6.763,3.38,,,,,
934,2/10/2015 5:30,6.051,6.763,3.38,,,,,
935,2/10/2015 5:45,6.026,6.763,3.38,,,,,
936,2/10/2015 6:00,6,6.763,3.38,,,,,
937,2/10/2015 6:15,5.975,6.763,3.38,,,,,
938,2/10/2015 6:30,5.949,6.763,3.38,,,,,
939,2/10/2015 6:45,5.924,6.763,3.38,,,,,
940,2/10/2015 7:00,5.898,6.737,3.38,,,,,
941,2/10/2015 7:15,5.872,6.737,3.38,,,,,
942,2/10/2015 7:30,5.847,6.737,3.38,,,,,
943,2/10/2015 7:45,5.821,6.737,3.38,,,,,
944,2/10/2015 8:00,5.821,6.737,3.38,,,,,
945,2/10/2015 8:15,5.796,6.737,3.38,,,,,
946,2/10/2015 8:30,5.77,6.737,3.38,,,,,
947,2/10/2015 8:45,5.745,6.737,3.38,,,,,
948,2/10/2015 9:00,5.745,6.737,3.38,,,,,
949,2/10/2015 9:15,5.719,6.712,3.38,,,,,
950,2/10/2015 9:30,5.693,6.712,3.4,,,,,
951,2/10/2015 9:45,5.693,6.712,3.4,,,,,
952,2/10/2015 10:00,5.693,6.712,3.4,,,,,
953,2/10/2015 10:15,5.668,6.712,3.4,,,,,
954,2/10/2015 10:30,5.668,6.687,3.4,,,,,
955,2/10/2015 10:45,5.668,6.687,3.4,,,,,
956,2/10/2015 11:00,5.668,6.687,3.41,,,,,
957,2/10/2015 11:15,5.668,6.661,3.41,,,,,
958,2/10/2015 11:30,5.668,6.661,3.41,,,,,
959,2/10/2015 11:45,5.668,6.661,3.41,,,,,
960,2/10/2015 12:00,5.693,6.661,3.41,,,,,
961,2/10/2015 12:15,5.693,6.661,3.43,,,,,
962,2/10/2015 12:30,5.719,6.661,3.43,,,,,
963,2/10/2015 12:45,5.719,6.661,3.43,,,,,
964,2/10/2015 13:00,5.719,6.636,3.43,,,,,
965,2/10/2015 13:15,5.745,6.636,3.45,,,,,
966,2/10/2015 13:30,5.745,6.636,3.45,,,,,
967,2/10/2015 13:45,5.745,6.636,3.45,,,,,
968,2/10/2015 14:00,5.77,6.636,3.45,,,,,
969,2/10/2015 14:15,5.77,6.611,3.45,,,,,
970,2/10/2015 14:30,5.77,6.611,3.45,,,,,
971,2/10/2015 14:45,5.77,6.611,3.45,,,,,
972,2/10/2015 15:00,5.77,6.611,3.45,,,,,
973,2/10/2015 15:15,5.77,6.611,3.45,,,,,
974,2/10/2015 15:30,5.745,6.611,3.45,,,,,
975,2/10/2015 15:45,5.745,6.611,3.45,,,,,
976,2/10/2015 16:00,5.693,6.585,3.45,,,,,
977,2/10/2015 16:15,5.668,6.585,3.45,,,,,
978,2/10/2015 16:30,5.642,6.585,3.45,,,,,
979,2/10/2015 16:45,5.668,6.585,3.45,,,,,
980,2/10/2015 17:00,5.668,6.56,3.45,,,,,
981,2/10/2015 17:15,5.693,6.56,3.45,,,,,
982,2/10/2015 17:30,5.693,6.56,3.43,,,,,
983,2/10/2015 17:45,5.719,6.56,3.43,,,,,
984,2/10/2015 18:00,5.745,6.56,3.43,,,,,
985,2/10/2015 18:15,5.745,6.535,3.43,,,,,
986,2/10/2015 18:30,5.796,6.535,3.43,,,,,
987,2/10/2015 18:45,5.796,6.535,3.43,,,,,
988,2/10/2015 19:00,5.821,6.535,3.41,,,,,
989,2/10/2015 19:15,5.847,6.509,3.41,,,,,
990,2/10/2015 19:30,5.872,6.509,3.41,,,,,
991,2/10/2015 19:45,5.898,6.509,3.41,,,,,
992,2/10/2015 20:00,5.898,6.509,3.41,,,,,
993,2/10/2015 20:15,5.924,6.509,3.41,,,,,
994,2/10/2015 20:30,5.949,6.484,3.41,,,,,
995,2/10/2015 20:45,5.949,6.484,3.41,,,,,
996,2/10/2015 21:00,5.949,6.484,3.4,,,,,
997,2/10/2015 21:15,5.975,6.484,3.4,,,,,
998,2/10/2015 21:30,5.975,6.484,3.4,,,,,
999,2/10/2015 21:45,5.975,6.458,3.4,,,,,
1000,2/10/2015 22:00,6,6.458,3.4,,,,,
1001,2/10/2015 22:15,6,6.458,3.4,,,,,
1002,2/10/2015 22:30,6,6.458,3.41,,,,,
1003,2/10/2015 22:45,6,6.458,3.41,,,,,
1004,2/10/2015 23:00,6,6.458,3.41,,,,,
1005,2/10/2015 23:15,5.975,6.458,3.4,,,,,
1006,2/10/2015 23:30,5.975,6.458,3.4,,,,,
1007,2/10/2015 23:45,5.975,6.458,3.4,,,,,
1008,2/11/2015 0:00,5.949,6.433,3.4,,,,,
1009,2/11/2015 0:15,5.949,6.433,3.4,,,,,
1010,2/11/2015 0:30,5.949,6.433,3.4,,,,,
1011,2/11/2015 0:45,5.924,6.433,3.4,,,,,
1012,2/11/2015 1:00,5.924,6.433,3.4,,,,,
1013,2/11/2015 1:15,5.898,6.433,3.4,,,,,
1014,2/11/2015 1:30,5.898,6.433,3.4,,,,,
1015,2/11/2015 1:45,5.872,6.433,3.4,,,,,
1016,2/11/2015 2:00,5.847,6.433,3.4,,,,,
1017,2/11/2015 2:15,5.847,6.433,3.4,,,,,
1018,2/11/2015 2:30,5.821,6.408,3.4,,,,,
1019,2/11/2015 2:45,5.796,6.408,3.4,,,,,
1020,2/11/2015 3:00,5.77,6.408,3.4,,,,,
1021,2/11/2015 3:15,5.745,6.408,3.4,,,,,
1022,2/11/2015 3:30,5.745,6.408,3.4,,,,,
1023,2/11/2015 3:45,5.745,6.408,3.4,,,,,
1024,2/11/2015 4:00,5.745,6.408,3.4,,,,,
1025,2/11/2015 4:15,5.719,6.408,3.4,,,,,
1026,2/11/2015 4:30,5.719,6.408,3.4,,,,,
1027,2/11/2015 4:45,5.693,6.408,3.4,,,,,
1028,2/11/2015 5:00,5.693,6.408,3.4,,,,,
1029,2/11/2015 5:15,5.668,6.408,3.4,,,,,
1030,2/11/2015 5:30,5.642,6.408,3.4,,,,,
1031,2/11/2015 5:45,5.642,6.408,3.4,,,,,
1032,2/11/2015 6:00,5.642,6.408,3.4,,,,,
1033,2/11/2015 6:15,5.616,6.382,3.4,,,,,
1034,2/11/2015 6:30,5.591,6.382,3.4,,,,,
1035,2/11/2015 6:45,5.591,6.382,3.4,,,,,
1036,2/11/2015 7:00,5.565,6.382,3.4,,,,,
1037,2/11/2015 7:15,5.565,6.382,3.4,,,,,
1038,2/11/2015 7:30,5.539,6.382,3.4,,,,,
1039,2/11/2015 7:45,5.539,6.382,3.4,,,,,
1040,2/11/2015 8:00,5.514,6.357,3.4,,,,,
1041,2/11/2015 8:15,5.514,6.357,3.4,,,,,
1042,2/11/2015 8:30,5.488,6.357,3.4,,,,,
1043,2/11/2015 8:45,5.488,6.357,3.4,,,,,
1044,2/11/2015 9:00,5.462,6.357,3.4,,,,,
1045,2/11/2015 9:15,5.462,6.357,3.4,,,,,
1046,2/11/2015 9:30,5.437,6.357,3.4,,,,,
1047,2/11/2015 9:45,5.437,6.357,3.4,,,,,
1048,2/11/2015 10:00,5.411,6.331,3.41,,,,,
1049,2/11/2015 10:15,5.411,6.331,3.41,,,,,
1050,2/11/2015 10:30,5.385,6.331,3.41,,,,,
1051,2/11/2015 10:45,5.385,6.331,3.41,,,,,
1052,2/11/2015 11:00,5.36,6.331,3.43,,,,,
1053,2/11/2015 11:15,5.36,6.331,3.43,,,,,
1054,2/11/2015 11:30,5.334,6.306,3.43,,,,,
1055,2/11/2015 11:45,5.334,6.306,3.43,,,,,
1056,2/11/2015 12:00,5.308,6.306,3.43,,,,,
1057,2/11/2015 12:15,5.308,6.306,3.45,,,,,
1058,2/11/2015 12:30,5.282,6.306,3.45,,,,,
1059,2/11/2015 12:45,5.282,6.306,3.45,,,,,
1060,2/11/2015 13:00,5.282,6.281,3.47,,,,,
1061,2/11/2015 13:15,5.257,6.281,3.47,,,,,
1062,2/11/2015 13:30,5.231,6.281,3.47,,,,,
1063,2/11/2015 13:45,5.231,6.255,3.47,,,,,
1064,2/11/2015 14:00,5.179,6.255,3.47,,,,,
1065,2/11/2015 14:15,5.154,6.255,3.47,,,,,
1066,2/11/2015 14:30,5.102,6.255,3.47,,,,,
1067,2/11/2015 14:45,5.076,6.255,3.47,,,,,
1068,2/11/2015 15:00,5.05,6.255,3.47,,,,,
1069,2/11/2015 15:15,5.076,6.255,3.47,,,,,
1070,2/11/2015 15:30,5.076,6.255,3.49,,,,,
1071,2/11/2015 15:45,5.102,6.23,3.49,,,,,
1072,2/11/2015 16:00,5.102,6.23,3.49,,,,,
1073,2/11/2015 16:15,5.128,6.23,3.49,,,,,
1074,2/11/2015 16:30,5.154,6.23,3.49,,,,,
1075,2/11/2015 16:45,5.179,6.204,3.47,,,,,
1076,2/11/2015 17:00,5.205,6.204,3.47,,,,,
1077,2/11/2015 17:15,5.231,6.204,3.47,,,,,
1078,2/11/2015 17:30,5.282,6.204,3.47,,,,,
1079,2/11/2015 17:45,5.308,6.204,3.45,,,,,
1080,2/11/2015 18:00,5.334,6.204,3.45,,,,,
1081,2/11/2015 18:15,5.385,6.179,3.45,,,,,
1082,2/11/2015 18:30,5.411,6.179,3.45,,,,,
1083,2/11/2015 18:45,5.437,6.179,3.45,,,,,
1084,2/11/2015 19:00,5.488,6.179,3.45,,,,,
1085,2/11/2015 19:15,5.514,6.153,3.43,,,,,
1086,2/11/2015 19:30,5.565,6.153,3.43,,,,,
1087,2/11/2015 19:45,5.591,6.153,3.43,,,,,
1088,2/11/2015 20:00,5.616,6.153,3.43,,,,,
1089,2/11/2015 20:15,5.642,6.153,3.43,,,,,
1090,2/11/2015 20:30,5.668,6.153,3.43,,,,,
1091,2/11/2015 20:45,5.693,6.153,3.43,,,,,
1092,2/11/2015 21:00,5.719,6.153,3.43,,,,,
1093,2/11/2015 21:15,5.745,6.153,3.43,,,,,
1094,2/11/2015 21:30,5.77,6.128,3.41,,,,,
1095,2/11/2015 21:45,5.796,6.128,3.41,,,,,
1096,2/11/2015 22:00,5.796,6.128,3.43,,,,,
1097,2/11/2015 22:15,5.821,6.128,3.41,,,,,
1098,2/11/2015 22:30,5.821,6.128,3.41,,,,,
1099,2/11/2015 22:45,5.847,6.128,3.41,,,,,
1100,2/11/2015 23:00,5.847,6.128,3.41,,,,,
1101,2/11/2015 23:15,5.847,6.128,3.41,,,,,
1102,2/11/2015 23:30,5.847,6.128,3.41,,,,,
1103,2/11/2015 23:45,5.847,6.128,3.41,,,,,
1104,2/12/2015 0:00,5.847,6.102,3.41,,,,,
1105,2/12/2015 0:15,5.847,6.102,3.41,,,,,
1106,2/12/2015 0:30,5.847,6.102,3.4,,,,,
1107,2/12/2015 0:45,5.847,6.102,3.4,,,,,
1108,2/12/2015 1:00,5.847,6.128,3.4,,,,,
1109,2/12/2015 1:15,5.847,6.102,3.4,,,,,
1110,2/12/2015 1:30,5.847,6.128,3.4,,,,,
1111,2/12/2015 1:45,5.847,6.102,3.4,,,,,
1112,2/12/2015 2:00,5.821,6.102,3.4,,,,,
1113,2/12/2015 2:15,5.821,6.128,3.4,,,,,
1114,2/12/2015 2:30,5.796,6.128,3.4,,,,,
1115,2/12/2015 2:45,5.796,6.128,3.4,,,,,
1116,2/12/2015 3:00,5.796,6.128,3.4,,,,,
1117,2/12/2015 3:15,5.77,6.128,3.4,,,,,
1118,2/12/2015 3:30,5.745,6.128,3.4,,,,,
1119,2/12/2015 3:45,5.745,6.128,3.4,,,,,
1120,2/12/2015 4:00,5.745,6.128,3.4,,,,,
1121,2/12/2015 4:15,5.719,6.128,3.4,,,,,
1122,2/12/2015 4:30,5.693,6.128,3.4,,,,,
1123,2/12/2015 4:45,5.693,6.128,3.4,,,,,
1124,2/12/2015 5:00,5.642,6.128,3.4,,,,,
1125,2/12/2015 5:15,5.642,6.128,3.4,,,,,
1126,2/12/2015 5:30,5.616,6.128,3.4,,,,,
1127,2/12/2015 5:45,5.591,6.128,3.4,,,,,
1128,2/12/2015 6:00,5.539,6.128,3.4,,,,,
1129,2/12/2015 6:15,5.539,6.128,3.4,,,,,
1130,2/12/2015 6:30,5.514,6.128,3.4,,,,,
1131,2/12/2015 6:45,5.514,6.128,3.4,,,,,
1132,2/12/2015 7:00,5.488,6.128,3.4,,,,,
1133,2/12/2015 7:15,5.488,6.128,3.4,,,,,
1134,2/12/2015 7:30,5.462,6.128,3.4,,,,,
1135,2/12/2015 7:45,5.462,6.128,3.4,,,,,
1136,2/12/2015 8:00,5.437,6.128,3.4,,,,,
1137,2/12/2015 8:15,5.437,6.128,3.4,,,,,
1138,2/12/2015 8:30,5.437,6.128,3.4,,,,,
1139,2/12/2015 8:45,5.411,6.128,3.4,,,,,
1140,2/12/2015 9:00,5.411,6.128,3.4,,,,,
1141,2/12/2015 9:15,5.385,6.128,3.4,,,,,
1142,2/12/2015 9:30,5.385,6.128,3.4,,,,,
1143,2/12/2015 9:45,5.385,6.128,3.41,,,,,
1144,2/12/2015 10:00,5.36,6.128,3.41,,,,,
1145,2/12/2015 10:15,5.36,6.128,3.41,,,,,
1146,2/12/2015 10:30,5.334,6.128,3.41,,,,,
1147,2/12/2015 10:45,5.334,6.128,3.41,,,,,
1148,2/12/2015 11:00,5.308,6.128,3.41,,,,,
1149,2/12/2015 11:15,5.308,6.128,3.41,,,,,
1150,2/12/2015 11:30,5.282,6.128,3.41,,,,,
1151,2/12/2015 11:45,5.282,6.128,3.43,,,,,
1152,2/12/2015 12:00,5.257,6.102,3.43,,,,,
1153,2/12/2015 12:15,5.257,6.102,3.43,,,,,
1154,2/12/2015 12:30,5.231,6.102,3.45,,,,,
1155,2/12/2015 12:45,5.231,6.102,3.45,,,,,
1156,2/12/2015 13:00,5.205,6.102,3.45,,,,,
1157,2/12/2015 13:15,5.179,6.102,3.47,,,,,
1158,2/12/2015 13:30,5.179,6.102,3.47,,,,,
1159,2/12/2015 13:45,5.154,6.102,3.47,,,,,
1160,2/12/2015 14:00,5.154,6.102,3.47,,,,,
1161,2/12/2015 14:15,5.128,6.102,3.47,,,,,
1162,2/12/2015 14:30,5.128,6.102,3.49,,,,,
1163,2/12/2015 14:45,5.128,6.102,3.49,,,,,
1164,2/12/2015 15:00,5.154,6.102,3.49,,,,,
1165,2/12/2015 15:15,5.154,6.102,3.49,,,,,
1166,2/12/2015 15:30,5.179,6.102,3.49,,,,,
1167,2/12/2015 15:45,5.205,6.077,3.49,,,,,
1168,2/12/2015 16:00,5.231,6.077,3.49,,,,,
1169,2/12/2015 16:15,5.257,6.077,3.49,,,,,
1170,2/12/2015 16:30,5.282,6.077,3.49,,,,,
1171,2/12/2015 16:45,5.308,6.051,3.49,,,,,
1172,2/12/2015 17:00,5.36,6.051,3.49,,,,,
1173,2/12/2015 17:15,5.385,6.051,3.49,,,,,
1174,2/12/2015 17:30,5.437,6.051,3.47,,,,,
1175,2/12/2015 17:45,5.462,6.051,3.47,,,,,
1176,2/12/2015 18:00,5.514,6.051,3.47,,,,,
1177,2/12/2015 18:15,5.539,6.051,3.45,,,,,
1178,2/12/2015 18:30,5.591,6.051,3.45,,,,,
1179,2/12/2015 18:45,5.642,6.051,3.45,,,,,
1180,2/12/2015 19:00,5.668,6.051,3.45,,,,,
1181,2/12/2015 19:15,5.719,6.051,3.45,,,,,
1182,2/12/2015 19:30,5.745,6.026,3.43,,,,,
1183,2/12/2015 19:45,5.796,6.026,3.43,,,,,
1184,2/12/2015 20:00,5.821,6.026,3.43,,,,,
1185,2/12/2015 20:15,5.847,6.026,3.43,,,,,
1186,2/12/2015 20:30,5.898,6.026,3.43,,,,,
1187,2/12/2015 20:45,5.924,6.026,3.41,,,,,
1188,2/12/2015 21:00,5.949,6.026,3.41,,,,,
1189,2/12/2015 21:15,5.975,6.026,3.41,,,,,
1190,2/12/2015 21:30,6,6.026,3.41,,,,,
1191,2/12/2015 21:45,6.026,6.026,3.41,,,,,
1192,2/12/2015 22:00,6.026,6.026,3.41,,,,,
